,tripid,pickup_node,dropoff_node,pickup_day,pickup_hour,pickup_minute,pickup_datetime,route,dropoff_datetime,trip_duration,node_timestamps,route_length,passenger_count,provider,total_price
1131,1131,306221950,306221900,1,3,37,2022-01-01 03:37:00,"[306221950, 399384843, 306221941, 306222676, 306221960, 306221900]",2022-01-01 03:37:35.000,35.0,"{306221950: '2022-01-01 03:37:00', 399384843: '2022-01-01 03:37:07', 306221941: '2022-01-01 03:37:14', 306222676: '2022-01-01 03:37:21', 306221960: '2022-01-01 03:37:28', 306221900: '2022-01-01 03:37:35'}",285.3939653172768,4,2,4.450723264815215
1132,1132,306222128,306221802,1,3,18,2022-01-01 03:18:00,"[306222128, 306222385, 306221900, 306225115, 306225011, 306221653, 306225000, 306221765, 306221807, 306221802]",2022-01-01 03:19:37.100,97.1,"{306222128: '2022-01-01 03:18:00', 306222385: '2022-01-01 03:18:10', 306221900: '2022-01-01 03:18:21', 306225115: '2022-01-01 03:18:32', 306225011: '2022-01-01 03:18:43', 306221653: '2022-01-01 03:18:53', 306225000: '2022-01-01 03:19:04', 306221765: '2022-01-01 03:19:15', 306221807: '2022-01-01 03:19:26', 306221802: '2022-01-01 03:19:37'}",795.8076619270572,3,3,3.3802893059260857
1133,1133,280324476,290333400,1,8,45,2022-01-01 08:45:00,"[280324476, 280324485, 307662889, 307663269, 304525639, 290333444, 290333400]",2022-01-01 08:49:18.000,258.0,"{280324476: '2022-01-01 08:45:00', 280324485: '2022-01-01 08:45:43', 307662889: '2022-01-01 08:46:26', 307663269: '2022-01-01 08:47:09', 304525639: '2022-01-01 08:47:52', 290333444: '2022-01-01 08:48:35', 290333400: '2022-01-01 08:49:18'}",2078.6811827349543,2,1,5.690144652963043
1134,1134,1479963453,307662889,1,6,46,2022-01-01 06:46:00,"[1479963453, 309441562, 309441547, 306221950, 399384843, 306221941, 306222676, 306221960, 306221900, 306222385, 306222128, 307662242, 309450366, 307662284, 307662889]",2022-01-01 06:51:11.700,311.7,"{1479963453: '2022-01-01 06:46:00', 309441562: '2022-01-01 06:46:22', 309441547: '2022-01-01 06:46:44', 306221950: '2022-01-01 06:47:06', 399384843: '2022-01-01 06:47:29', 306221941: '2022-01-01 06:47:51', 306222676: '2022-01-01 06:48:13', 306221960: '2022-01-01 06:48:35', 306221900: '2022-01-01 06:48:58', 306222385: '2022-01-01 06:49:20', 306222128: '2022-01-01 06:49:42', 307662242: '2022-01-01 06:50:04', 309450366: '2022-01-01 06:50:27', 307662284: '2022-01-01 06:50:49', 307662889: '2022-01-01 06:51:11'}",2577.281424401112,2,2,4.450723264815215
1135,1135,307662238,306222128,1,19,8,2022-01-01 19:08:00,"[307662238, 354863308, 1633571571, 309450229, 306222128]",2022-01-01 19:08:29.700,29.7,"{307662238: '2022-01-01 19:08:00', 354863308: '2022-01-01 19:08:07', 1633571571: '2022-01-01 19:08:14', 309450229: '2022-01-01 19:08:22', 306222128: '2022-01-01 19:08:29'}",246.99573537601572,4,2,4.450723264815215
1136,1136,306222676,306225009,1,10,6,2022-01-01 10:06:00,"[306222676, 306225115, 306225011, 306225009]",2022-01-01 10:06:30.600,30.6,"{306222676: '2022-01-01 10:06:00', 306225115: '2022-01-01 10:06:10', 306225011: '2022-01-01 10:06:20', 306225009: '2022-01-01 10:06:30'}",242.09357128432515,4,3,3.3802893059260857
1137,1137,297675884,291556214,1,23,49,2022-01-01 23:49:00,"[297675884, 291556214]",2022-01-01 23:49:54.600,54.6,"{297675884: '2022-01-01 23:49:00', 291556214: '2022-01-01 23:49:54'}",446.27944920736047,3,2,4.450723264815215
1138,1138,307664242,306225115,1,14,55,2022-01-01 14:55:00,"[307664242, 307664257, 290333443, 290333444, 304525639, 307663269, 307662889, 307662284, 309450366, 307662242, 306222128, 306222385, 306221900, 306225115]",2022-01-01 15:00:32.700,332.7,"{307664242: '2022-01-01 14:55:00', 307664257: '2022-01-01 14:55:25', 290333443: '2022-01-01 14:55:51', 290333444: '2022-01-01 14:56:16', 304525639: '2022-01-01 14:56:42', 307663269: '2022-01-01 14:57:07', 307662889: '2022-01-01 14:57:33', 307662284: '2022-01-01 14:57:59', 309450366: '2022-01-01 14:58:24', 307662242: '2022-01-01 14:58:50', 306222128: '2022-01-01 14:59:15', 306222385: '2022-01-01 14:59:41', 306221900: '2022-01-01 15:00:07', 306225115: '2022-01-01 15:00:32'}",2718.103955436246,4,2,4.450723264815215
1139,1139,280324491,307664334,1,4,9,2022-01-01 04:09:00,"[280324491, 280324485, 307662889, 307663269, 304525639, 290333444, 290333443, 307664257, 307664242, 307664334]",2022-01-01 04:13:54.000,294.0,"{280324491: '2022-01-01 04:09:00', 280324485: '2022-01-01 04:09:32', 307662889: '2022-01-01 04:10:05', 307663269: '2022-01-01 04:10:38', 304525639: '2022-01-01 04:11:10', 290333444: '2022-01-01 04:11:43', 290333443: '2022-01-01 04:12:16', 307664257: '2022-01-01 04:12:48', 307664242: '2022-01-01 04:13:21', 307664334: '2022-01-01 04:13:54'}",2392.8342512609693,3,3,3.3802893059260857
1140,1140,309441562,290333858,1,23,45,2022-01-01 23:45:00,"[309441562, 309441547, 306221950, 399384843, 306221941, 306222676, 306221960, 306221900, 306222385, 306222128, 307662242, 309450366, 307662284, 307662889, 307663269, 304525639, 290333444, 290333443, 307664257, 290333858]",2022-01-01 23:52:02.500,422.5,"{309441562: '2022-01-01 23:45:00', 309441547: '2022-01-01 23:45:22', 306221950: '2022-01-01 23:45:44', 399384843: '2022-01-01 23:46:06', 306221941: '2022-01-01 23:46:28', 306222676: '2022-01-01 23:46:51', 306221960: '2022-01-01 23:47:13', 306221900: '2022-01-01 23:47:35', 306222385: '2022-01-01 23:47:57', 306222128: '2022-01-01 23:48:20', 307662242: '2022-01-01 23:48:42', 309450366: '2022-01-01 23:49:04', 307662284: '2022-01-01 23:49:26', 307662889: '2022-01-01 23:49:49', 307663269: '2022-01-01 23:50:11', 304525639: '2022-01-01 23:50:33', 290333444: '2022-01-01 23:50:55', 290333443: '2022-01-01 23:51:18', 307664257: '2022-01-01 23:51:40', 290333858: '2022-01-01 23:52:02'}",3478.467444342635,1,3,3.3802893059260857
1141,1141,306221671,280430536,1,16,30,2022-01-01 16:30:00,"[306221671, 306221807, 306221765, 306225000, 306224552, 306225009, 306225011, 306225115, 306221900, 306222385, 306222128, 307662242, 309450366, 307662284, 307661801, 280430536]",2022-01-01 16:32:36.600,156.6,"{306221671: '2022-01-01 16:30:00', 306221807: '2022-01-01 16:30:10', 306221765: '2022-01-01 16:30:20', 306225000: '2022-01-01 16:30:31', 306224552: '2022-01-01 16:30:41', 306225009: '2022-01-01 16:30:52', 306225011: '2022-01-01 16:31:02', 306225115: '2022-01-01 16:31:13', 306221900: '2022-01-01 16:31:23', 306222385: '2022-01-01 16:31:33', 306222128: '2022-01-01 16:31:44', 307662242: '2022-01-01 16:31:54', 309450366: '2022-01-01 16:32:05', 307662284: '2022-01-01 16:32:15', 307661801: '2022-01-01 16:32:26', 280430536: '2022-01-01 16:32:36'}",1290.8921575647232,1,2,4.450723264815215
1142,1142,306224552,306222676,1,12,35,2022-01-01 12:35:00,"[306224552, 306225009, 306225011, 306225115, 306222676]",2022-01-01 12:35:53.000,53.0,"{306224552: '2022-01-01 12:35:00', 306225009: '2022-01-01 12:35:13', 306225011: '2022-01-01 12:35:26', 306225115: '2022-01-01 12:35:39', 306222676: '2022-01-01 12:35:53'}",426.04697779177997,1,1,5.690144652963043
1143,1143,306222128,306219024,1,6,40,2022-01-01 06:40:00,"[306222128, 309450229, 306226719, 306222462, 306218723, 306219024]",2022-01-01 06:43:58.700,238.7,"{306222128: '2022-01-01 06:40:00', 309450229: '2022-01-01 06:40:47', 306226719: '2022-01-01 06:41:35', 306222462: '2022-01-01 06:42:23', 306218723: '2022-01-01 06:43:10', 306219024: '2022-01-01 06:43:58'}",1922.8698479820587,1,2,4.450723264815215
1144,1144,306222385,307662284,1,21,4,2022-01-01 21:04:00,"[306222385, 306222128, 307662242, 309450366, 307662284]",2022-01-01 21:04:44.000,44.0,"{306222385: '2022-01-01 21:04:00', 306222128: '2022-01-01 21:04:11', 307662242: '2022-01-01 21:04:22', 309450366: '2022-01-01 21:04:33', 307662284: '2022-01-01 21:04:44'}",364.1915674443977,1,1,5.690144652963043
1145,1145,309441548,307662284,1,7,27,2022-01-01 07:27:00,"[309441548, 309441562, 309441547, 306221950, 399384843, 306221941, 306222676, 306221960, 306221900, 306222385, 306222128, 307662242, 309450366, 307662284]",2022-01-01 07:29:17.600,137.6,"{309441548: '2022-01-01 07:27:00', 309441562: '2022-01-01 07:27:10', 309441547: '2022-01-01 07:27:21', 306221950: '2022-01-01 07:27:31', 399384843: '2022-01-01 07:27:42', 306221941: '2022-01-01 07:27:52', 306222676: '2022-01-01 07:28:03', 306221960: '2022-01-01 07:28:14', 306221900: '2022-01-01 07:28:24', 306222385: '2022-01-01 07:28:35', 306222128: '2022-01-01 07:28:45', 307662242: '2022-01-01 07:28:56', 309450366: '2022-01-01 07:29:07', 307662284: '2022-01-01 07:29:17'}",1137.1592867162444,4,3,3.3802893059260857
1146,1146,309450234,354863048,1,9,55,2022-01-01 09:55:00,"[309450234, 354863308, 307662238, 354863048]",2022-01-01 09:55:21.900,21.9,"{309450234: '2022-01-01 09:55:00', 354863308: '2022-01-01 09:55:07', 307662238: '2022-01-01 09:55:14', 354863048: '2022-01-01 09:55:21'}",166.29869975638894,1,2,4.450723264815215
1147,1147,307662238,308304289,1,23,7,2022-01-01 23:07:00,"[307662238, 354863308, 1633571571, 309450229, 306222128, 306222385, 306221900, 306225115, 306225011, 306221653, 306225000, 306221765, 306221807, 306221802, 306221804, 308304289]",2022-01-01 23:09:39.100,159.1,"{307662238: '2022-01-01 23:07:00', 354863308: '2022-01-01 23:07:10', 1633571571: '2022-01-01 23:07:21', 309450229: '2022-01-01 23:07:31', 306222128: '2022-01-01 23:07:42', 306222385: '2022-01-01 23:07:53', 306221900: '2022-01-01 23:08:03', 306225115: '2022-01-01 23:08:14', 306225011: '2022-01-01 23:08:24', 306221653: '2022-01-01 23:08:35', 306225000: '2022-01-01 23:08:46', 306221765: '2022-01-01 23:08:56', 306221807: '2022-01-01 23:09:07', 306221802: '2022-01-01 23:09:17', 306221804: '2022-01-01 23:09:28', 308304289: '2022-01-01 23:09:39'}",1311.2000790391705,4,2,4.450723264815215
1148,1148,290333443,307662889,1,13,39,2022-01-01 13:39:00,"[290333443, 290333444, 304525639, 307663269, 307662889]",2022-01-01 13:41:01.300,121.3,"{290333443: '2022-01-01 13:39:00', 290333444: '2022-01-01 13:39:30', 304525639: '2022-01-01 13:40:00', 307663269: '2022-01-01 13:40:30', 307662889: '2022-01-01 13:41:01'}",995.8054550517911,1,2,4.450723264815215
1149,1149,280430536,306221950,1,21,31,2022-01-01 21:31:00,"[280430536, 307661801, 307662284, 309450366, 307662242, 306222128, 306222385, 306221900, 306221960, 306222676, 306221941, 399384843, 306221950]",2022-01-01 21:32:54.800,114.8,"{280430536: '2022-01-01 21:31:00', 307661801: '2022-01-01 21:31:09', 307662284: '2022-01-01 21:31:19', 309450366: '2022-01-01 21:31:28', 307662242: '2022-01-01 21:31:38', 306222128: '2022-01-01 21:31:47', 306222385: '2022-01-01 21:31:57', 306221900: '2022-01-01 21:32:06', 306221960: '2022-01-01 21:32:16', 306222676: '2022-01-01 21:32:26', 306221941: '2022-01-01 21:32:35', 399384843: '2022-01-01 21:32:45', 306221950: '2022-01-01 21:32:54'}",946.4825861190179,4,2,4.450723264815215
1150,1150,304525639,309450366,1,15,3,2022-01-01 15:03:00,"[304525639, 307663269, 307662889, 307662284, 309450366]",2022-01-01 15:06:37.500,217.5,"{304525639: '2022-01-01 15:03:00', 307663269: '2022-01-01 15:03:54', 307662889: '2022-01-01 15:04:48', 307662284: '2022-01-01 15:05:43', 309450366: '2022-01-01 15:06:37'}",1794.7058998272541,1,1,5.690144652963043
1151,1151,307663269,309441547,1,21,59,2022-01-01 21:59:00,"[307663269, 307662889, 307662284, 309450366, 307662242, 306222128, 306222385, 306221900, 306221960, 306222676, 306221941, 399384843, 306221950, 309441547]",2022-01-01 22:04:28.200,328.2,"{307663269: '2022-01-01 21:59:00', 307662889: '2022-01-01 21:59:25', 307662284: '2022-01-01 21:59:50', 309450366: '2022-01-01 22:00:15', 307662242: '2022-01-01 22:00:40', 306222128: '2022-01-01 22:01:06', 306222385: '2022-01-01 22:01:31', 306221900: '2022-01-01 22:01:56', 306221960: '2022-01-01 22:02:21', 306222676: '2022-01-01 22:02:47', 306221941: '2022-01-01 22:03:12', 399384843: '2022-01-01 22:03:37', 306221950: '2022-01-01 22:04:02', 309441547: '2022-01-01 22:04:28'}",2714.176922245037,3,2,4.450723264815215
1152,1152,307664334,7756059845,1,6,26,2022-01-01 06:26:00,"[307664334, 307664242, 307664257, 290333443, 290333444, 304525639, 307663269, 307662889, 307662284, 307661801, 307662149, 7756059845]",2022-01-01 06:31:05.600,305.6,"{307664334: '2022-01-01 06:26:00', 307664242: '2022-01-01 06:26:27', 307664257: '2022-01-01 06:26:55', 290333443: '2022-01-01 06:27:23', 290333444: '2022-01-01 06:27:51', 304525639: '2022-01-01 06:28:18', 307663269: '2022-01-01 06:28:46', 307662889: '2022-01-01 06:29:14', 307662284: '2022-01-01 06:29:42', 307661801: '2022-01-01 06:30:10', 307662149: '2022-01-01 06:30:37', 7756059845: '2022-01-01 06:31:05'}",2495.7059519180284,4,3,3.3802893059260857
1153,1153,306221807,307662198,1,13,4,2022-01-01 13:04:00,"[306221807, 306221765, 306225000, 306224552, 306225009, 306225011, 306225115, 306221900, 306222385, 306222128, 307662242, 309450366, 307662284, 307661801, 307662198]",2022-01-01 13:06:07.800,127.8,"{306221807: '2022-01-01 13:04:00', 306221765: '2022-01-01 13:04:09', 306225000: '2022-01-01 13:04:18', 306224552: '2022-01-01 13:04:27', 306225009: '2022-01-01 13:04:36', 306225011: '2022-01-01 13:04:45', 306225115: '2022-01-01 13:04:54', 306221900: '2022-01-01 13:05:03', 306222385: '2022-01-01 13:05:13', 306222128: '2022-01-01 13:05:22', 307662242: '2022-01-01 13:05:31', 309450366: '2022-01-01 13:05:40', 307662284: '2022-01-01 13:05:49', 307661801: '2022-01-01 13:05:58', 307662198: '2022-01-01 13:06:07'}",1054.9810462568028,2,1,5.690144652963043
1154,1154,307664334,7756059845,1,10,26,2022-01-01 10:26:00,"[307664334, 307664242, 307664257, 290333443, 290333444, 304525639, 307663269, 307662889, 307662284, 307661801, 307662149, 7756059845]",2022-01-01 10:31:05.600,305.6,"{307664334: '2022-01-01 10:26:00', 307664242: '2022-01-01 10:26:27', 307664257: '2022-01-01 10:26:55', 290333443: '2022-01-01 10:27:23', 290333444: '2022-01-01 10:27:51', 304525639: '2022-01-01 10:28:18', 307663269: '2022-01-01 10:28:46', 307662889: '2022-01-01 10:29:14', 307662284: '2022-01-01 10:29:42', 307661801: '2022-01-01 10:30:10', 307662149: '2022-01-01 10:30:37', 7756059845: '2022-01-01 10:31:05'}",2495.7059519180284,2,1,5.690144652963043
1155,1155,306226719,309450229,1,16,2,2022-01-01 16:02:00,"[306226719, 309450229]",2022-01-01 16:02:11.700,11.7,"{306226719: '2022-01-01 16:02:00', 309450229: '2022-01-01 16:02:11'}",95.07624613755138,4,3,3.3802893059260857
1156,1156,306225009,306225011,1,0,8,2022-01-01 00:08:00,"[306225009, 306225011]",2022-01-01 00:08:07.900,7.9,"{306225009: '2022-01-01 00:08:00', 306225011: '2022-01-01 00:08:07'}",65.47878708792808,4,1,5.690144652963043
1157,1157,306221807,291556214,1,16,57,2022-01-01 16:57:00,"[306221807, 306221765, 306225000, 306224552, 306225009, 306225011, 306225115, 306221900, 306222385, 306222128, 307662242, 309450366, 307662284, 307662889, 307663269, 297675884, 291556214]",2022-01-01 17:03:14.000,374.0,"{306221807: '2022-01-01 16:57:00', 306221765: '2022-01-01 16:57:23', 306225000: '2022-01-01 16:57:46', 306224552: '2022-01-01 16:58:10', 306225009: '2022-01-01 16:58:33', 306225011: '2022-01-01 16:58:56', 306225115: '2022-01-01 16:59:20', 306221900: '2022-01-01 16:59:43', 306222385: '2022-01-01 17:00:07', 306222128: '2022-01-01 17:00:30', 307662242: '2022-01-01 17:00:53', 309450366: '2022-01-01 17:01:17', 307662284: '2022-01-01 17:01:40', 307662889: '2022-01-01 17:02:03', 307663269: '2022-01-01 17:02:27', 297675884: '2022-01-01 17:02:50', 291556214: '2022-01-01 17:03:14'}",3087.268410125026,1,3,3.3802893059260857
1158,1158,309450229,309450366,1,23,38,2022-01-01 23:38:00,"[309450229, 306222128, 307662242, 309450366]",2022-01-01 23:38:18.500,18.5,"{309450229: '2022-01-01 23:38:00', 306222128: '2022-01-01 23:38:06', 307662242: '2022-01-01 23:38:12', 309450366: '2022-01-01 23:38:18'}",152.21165367862858,2,1,5.690144652963043
1159,1159,290333858,3023405356,1,4,31,2022-01-01 04:31:00,"[290333858, 307664257, 290333443, 290333444, 304525639, 307663269, 307662889, 307662284, 309450366, 307662242, 306222128, 306222385, 306221900, 306225115, 306225011, 306221653, 306225000, 306221765, 306221807, 306221802, 3023405356]",2022-01-01 04:37:58.500,418.5,"{290333858: '2022-01-01 04:31:00', 307664257: '2022-01-01 04:31:20', 290333443: '2022-01-01 04:31:41', 290333444: '2022-01-01 04:32:02', 304525639: '2022-01-01 04:32:23', 307663269: '2022-01-01 04:32:44', 307662889: '2022-01-01 04:33:05', 307662284: '2022-01-01 04:33:26', 309450366: '2022-01-01 04:33:47', 307662242: '2022-01-01 04:34:08', 306222128: '2022-01-01 04:34:29', 306222385: '2022-01-01 04:34:50', 306221900: '2022-01-01 04:35:11', 306225115: '2022-01-01 04:35:32', 306225011: '2022-01-01 04:35:52', 306221653: '2022-01-01 04:36:13', 306225000: '2022-01-01 04:36:34', 306221765: '2022-01-01 04:36:55', 306221807: '2022-01-01 04:37:16', 306221802: '2022-01-01 04:37:37', 3023405356: '2022-01-01 04:37:58'}",3439.703974773164,4,2,4.450723264815215
1160,1160,306225000,306225011,1,2,29,2022-01-01 02:29:00,"[306225000, 306224552, 306225009, 306225011]",2022-01-01 02:29:32.200,32.2,"{306225000: '2022-01-01 02:29:00', 306224552: '2022-01-01 02:29:10', 306225009: '2022-01-01 02:29:21', 306225011: '2022-01-01 02:29:32'}",265.18841701788654,1,2,4.450723264815215
1161,1161,306221900,306225009,1,17,49,2022-01-01 17:49:00,"[306221900, 306225115, 306225011, 306225009]",2022-01-01 17:49:29.900,29.9,"{306221900: '2022-01-01 17:49:00', 306225115: '2022-01-01 17:49:09', 306225011: '2022-01-01 17:49:19', 306225009: '2022-01-01 17:49:29'}",245.23812558137598,3,1,5.690144652963043
1162,1162,308304288,280324476,1,1,11,2022-01-01 01:11:00,"[308304288, 308304289, 306221804, 306221802, 306221807, 306221765, 306225000, 306221653, 306225011, 306225115, 306221900, 306222385, 306222128, 307662242, 309450366, 307662284, 307662889, 280324485, 280324476]",2022-01-01 01:17:46.500,406.5,"{308304288: '2022-01-01 01:11:00', 308304289: '2022-01-01 01:11:22', 306221804: '2022-01-01 01:11:45', 306221802: '2022-01-01 01:12:07', 306221807: '2022-01-01 01:12:30', 306221765: '2022-01-01 01:12:52', 306225000: '2022-01-01 01:13:15', 306221653: '2022-01-01 01:13:38', 306225011: '2022-01-01 01:14:00', 306225115: '2022-01-01 01:14:23', 306221900: '2022-01-01 01:14:45', 306222385: '2022-01-01 01:15:08', 306222128: '2022-01-01 01:15:30', 307662242: '2022-01-01 01:15:53', 309450366: '2022-01-01 01:16:16', 307662284: '2022-01-01 01:16:38', 307662889: '2022-01-01 01:17:01', 280324485: '2022-01-01 01:17:23', 280324476: '2022-01-01 01:17:46'}",3308.522220537608,4,2,4.450723264815215
1163,1163,306226719,309441547,1,10,44,2022-01-01 10:44:00,"[306226719, 309450229, 306222128, 306222385, 306221900, 306221960, 306222676, 306221941, 399384843, 306221950, 309441547]",2022-01-01 10:45:54.000,114.0,"{306226719: '2022-01-01 10:44:00', 309450229: '2022-01-01 10:44:11', 306222128: '2022-01-01 10:44:22', 306222385: '2022-01-01 10:44:34', 306221900: '2022-01-01 10:44:45', 306221960: '2022-01-01 10:44:57', 306222676: '2022-01-01 10:45:08', 306221941: '2022-01-01 10:45:19', 399384843: '2022-01-01 10:45:31', 306221950: '2022-01-01 10:45:42', 309441547: '2022-01-01 10:45:54'}",940.3480668646234,4,2,4.450723264815215
1164,1164,307664334,306225011,1,8,17,2022-01-01 08:17:00,"[307664334, 307664242, 307664257, 290333443, 290333444, 304525639, 307663269, 307662889, 307662284, 309450366, 307662242, 306222128, 306222385, 306221900, 306225115, 306225011]",2022-01-01 08:22:48.200,348.2,"{307664334: '2022-01-01 08:17:00', 307664242: '2022-01-01 08:17:23', 307664257: '2022-01-01 08:17:46', 290333443: '2022-01-01 08:18:09', 290333444: '2022-01-01 08:18:32', 304525639: '2022-01-01 08:18:56', 307663269: '2022-01-01 08:19:19', 307662889: '2022-01-01 08:19:42', 307662284: '2022-01-01 08:20:05', 309450366: '2022-01-01 08:20:28', 307662242: '2022-01-01 08:20:52', 306222128: '2022-01-01 08:21:15', 306222385: '2022-01-01 08:21:38', 306221900: '2022-01-01 08:22:01', 306225115: '2022-01-01 08:22:24', 306225011: '2022-01-01 08:22:48'}",2847.014073370799,4,3,3.3802893059260857
