,Pickup Square,Dropoff Square,Pickup Time,Pickup Hour,Pickup Minute,Pickup Weekday,Pickup Coordinates,Dropoff Coordinates,Manhattan Distance,Paths,Path Timestamp
1504,97,49,2021-01-02 01:02:00,13,2,5,"(7, 9)","(9, 4)",7,"[[7, 9], [8, 9], [9, 9], [9, 8], [9, 7], [9, 6], [9, 5], [9, 4]]","{(7, 9): '2021-01-02 01:02:00', (8, 9): '2021-01-02 01:03:00', (9, 9): '2021-01-02 01:04:00', (9, 8): '2021-01-02 01:05:00', (9, 7): '2021-01-02 01:06:00', (9, 6): '2021-01-02 01:07:00', (9, 5): '2021-01-02 01:08:00', (9, 4): '2021-01-02 01:09:00'}"
1505,84,33,2021-01-01 19:04:00,7,4,1,"(4, 8)","(3, 3)",6,"[[4, 8], [3, 8], [3, 7], [3, 6], [3, 5], [3, 4], [3, 3]]","{(4, 8): '2021-01-01 19:04:00', (3, 8): '2021-01-01 19:05:00', (3, 7): '2021-01-01 19:06:00', (3, 6): '2021-01-01 19:07:00', (3, 5): '2021-01-01 19:08:00', (3, 4): '2021-01-01 19:09:00', (3, 3): '2021-01-01 19:10:00'}"
1506,62,30,2021-01-01 20:27:00,8,27,6,"(2, 6)","(0, 3)",5,"[[2, 6], [1, 6], [0, 6], [0, 5], [0, 4], [0, 3]]","{(2, 6): '2021-01-01 20:27:00', (1, 6): '2021-01-01 20:28:00', (0, 6): '2021-01-01 20:29:00', (0, 5): '2021-01-01 20:30:00', (0, 4): '2021-01-01 20:31:00', (0, 3): '2021-01-01 20:32:00'}"
1507,28,21,2021-01-02 03:43:00,15,43,6,"(8, 2)","(1, 2)",7,"[[8, 2], [7, 2], [6, 2], [5, 2], [4, 2], [3, 2], [2, 2], [1, 2]]","{(8, 2): '2021-01-02 03:43:00', (7, 2): '2021-01-02 03:44:00', (6, 2): '2021-01-02 03:45:00', (5, 2): '2021-01-02 03:46:00', (4, 2): '2021-01-02 03:47:00', (3, 2): '2021-01-02 03:48:00', (2, 2): '2021-01-02 03:49:00', (1, 2): '2021-01-02 03:50:00'}"
1508,21,43,2021-01-02 06:27:00,18,27,4,"(1, 2)","(3, 4)",4,"[[1, 2], [2, 2], [3, 2], [3, 3], [3, 4]]","{(1, 2): '2021-01-02 06:27:00', (2, 2): '2021-01-02 06:28:00', (3, 2): '2021-01-02 06:29:00', (3, 3): '2021-01-02 06:30:00', (3, 4): '2021-01-02 06:31:00'}"
1509,13,46,2021-01-02 06:50:00,18,50,4,"(3, 1)","(6, 4)",6,"[[3, 1], [4, 1], [5, 1], [6, 1], [6, 2], [6, 3], [6, 4]]","{(3, 1): '2021-01-02 06:50:00', (4, 1): '2021-01-02 06:51:00', (5, 1): '2021-01-02 06:52:00', (6, 1): '2021-01-02 06:53:00', (6, 2): '2021-01-02 06:54:00', (6, 3): '2021-01-02 06:55:00', (6, 4): '2021-01-02 06:56:00'}"
1510,50,2,2021-01-01 20:19:00,8,19,6,"(0, 5)","(2, 0)",7,"[[0, 5], [1, 5], [2, 5], [2, 4], [2, 3], [2, 2], [2, 1], [2, 0]]","{(0, 5): '2021-01-01 20:19:00', (1, 5): '2021-01-01 20:20:00', (2, 5): '2021-01-01 20:21:00', (2, 4): '2021-01-01 20:22:00', (2, 3): '2021-01-01 20:23:00', (2, 2): '2021-01-01 20:24:00', (2, 1): '2021-01-01 20:25:00', (2, 0): '2021-01-01 20:26:00'}"
1511,27,96,2021-01-01 19:28:00,7,28,5,"(7, 2)","(6, 9)",8,"[[7, 2], [6, 2], [6, 3], [6, 4], [6, 5], [6, 6], [6, 7], [6, 8], [6, 9]]","{(7, 2): '2021-01-01 19:28:00', (6, 2): '2021-01-01 19:29:00', (6, 3): '2021-01-01 19:30:00', (6, 4): '2021-01-01 19:31:00', (6, 5): '2021-01-01 19:32:00', (6, 6): '2021-01-01 19:33:00', (6, 7): '2021-01-01 19:34:00', (6, 8): '2021-01-01 19:35:00', (6, 9): '2021-01-01 19:36:00'}"
1512,23,81,2021-01-01 23:59:00,11,59,3,"(3, 2)","(1, 8)",8,"[[3, 2], [2, 2], [1, 2], [1, 3], [1, 4], [1, 5], [1, 6], [1, 7], [1, 8]]","{(3, 2): '2021-01-01 23:59:00', (2, 2): '2021-01-02 00:00:00', (1, 2): '2021-01-02 00:01:00', (1, 3): '2021-01-02 00:02:00', (1, 4): '2021-01-02 00:03:00', (1, 5): '2021-01-02 00:04:00', (1, 6): '2021-01-02 00:05:00', (1, 7): '2021-01-02 00:06:00', (1, 8): '2021-01-02 00:07:00'}"
1513,40,54,2021-01-02 07:13:00,19,13,3,"(0, 4)","(4, 5)",5,"[[0, 4], [1, 4], [2, 4], [3, 4], [4, 4], [4, 5]]","{(0, 4): '2021-01-02 07:13:00', (1, 4): '2021-01-02 07:14:00', (2, 4): '2021-01-02 07:15:00', (3, 4): '2021-01-02 07:16:00', (4, 4): '2021-01-02 07:17:00', (4, 5): '2021-01-02 07:18:00'}"
1514,43,0,2021-01-01 12:31:00,0,31,1,"(3, 4)","(0, 0)",7,"[[3, 4], [2, 4], [1, 4], [0, 4], [0, 3], [0, 2], [0, 1], [0, 0]]","{(3, 4): '2021-01-01 12:31:00', (2, 4): '2021-01-01 12:32:00', (1, 4): '2021-01-01 12:33:00', (0, 4): '2021-01-01 12:34:00', (0, 3): '2021-01-01 12:35:00', (0, 2): '2021-01-01 12:36:00', (0, 1): '2021-01-01 12:37:00', (0, 0): '2021-01-01 12:38:00'}"
1515,6,25,2021-01-01 16:03:00,4,3,5,"(6, 0)","(5, 2)",3,"[[6, 0], [5, 0], [5, 1], [5, 2]]","{(6, 0): '2021-01-01 16:03:00', (5, 0): '2021-01-01 16:04:00', (5, 1): '2021-01-01 16:05:00', (5, 2): '2021-01-01 16:06:00'}"
1516,74,99,2021-01-02 10:33:00,22,33,3,"(4, 7)","(9, 9)",7,"[[4, 7], [5, 7], [6, 7], [7, 7], [8, 7], [9, 7], [9, 8], [9, 9]]","{(4, 7): '2021-01-02 10:33:00', (5, 7): '2021-01-02 10:34:00', (6, 7): '2021-01-02 10:35:00', (7, 7): '2021-01-02 10:36:00', (8, 7): '2021-01-02 10:37:00', (9, 7): '2021-01-02 10:38:00', (9, 8): '2021-01-02 10:39:00', (9, 9): '2021-01-02 10:40:00'}"
1517,23,20,2021-01-02 07:17:00,19,17,1,"(3, 2)","(0, 2)",3,"[[3, 2], [2, 2], [1, 2], [0, 2]]","{(3, 2): '2021-01-02 07:17:00', (2, 2): '2021-01-02 07:18:00', (1, 2): '2021-01-02 07:19:00', (0, 2): '2021-01-02 07:20:00'}"
1518,72,57,2021-01-02 01:20:00,13,20,0,"(2, 7)","(7, 5)",7,"[[2, 7], [3, 7], [4, 7], [5, 7], [6, 7], [7, 7], [7, 6], [7, 5]]","{(2, 7): '2021-01-02 01:20:00', (3, 7): '2021-01-02 01:21:00', (4, 7): '2021-01-02 01:22:00', (5, 7): '2021-01-02 01:23:00', (6, 7): '2021-01-02 01:24:00', (7, 7): '2021-01-02 01:25:00', (7, 6): '2021-01-02 01:26:00', (7, 5): '2021-01-02 01:27:00'}"
1519,47,56,2021-01-02 02:52:00,14,52,2,"(7, 4)","(6, 5)",2,"[[7, 4], [6, 4], [6, 5]]","{(7, 4): '2021-01-02 02:52:00', (6, 4): '2021-01-02 02:53:00', (6, 5): '2021-01-02 02:54:00'}"
1520,6,31,2021-01-01 12:37:00,0,37,2,"(6, 0)","(1, 3)",8,"[[6, 0], [5, 0], [4, 0], [3, 0], [2, 0], [1, 0], [1, 1], [1, 2], [1, 3]]","{(6, 0): '2021-01-01 12:37:00', (5, 0): '2021-01-01 12:38:00', (4, 0): '2021-01-01 12:39:00', (3, 0): '2021-01-01 12:40:00', (2, 0): '2021-01-01 12:41:00', (1, 0): '2021-01-01 12:42:00', (1, 1): '2021-01-01 12:43:00', (1, 2): '2021-01-01 12:44:00', (1, 3): '2021-01-01 12:45:00'}"
1521,96,96,2021-01-02 10:22:00,22,22,3,"(6, 9)","(6, 9)",0,"[[6, 9]]","{(6, 9): '2021-01-02 10:22:00'}"
1522,40,76,2021-01-02 09:11:00,21,11,4,"(0, 4)","(6, 7)",9,"[[0, 4], [1, 4], [2, 4], [3, 4], [4, 4], [5, 4], [6, 4], [6, 5], [6, 6], [6, 7]]","{(0, 4): '2021-01-02 09:11:00', (1, 4): '2021-01-02 09:12:00', (2, 4): '2021-01-02 09:13:00', (3, 4): '2021-01-02 09:14:00', (4, 4): '2021-01-02 09:15:00', (5, 4): '2021-01-02 09:16:00', (6, 4): '2021-01-02 09:17:00', (6, 5): '2021-01-02 09:18:00', (6, 6): '2021-01-02 09:19:00', (6, 7): '2021-01-02 09:20:00'}"
1523,3,81,2021-01-01 22:59:00,10,59,2,"(3, 0)","(1, 8)",10,"[[3, 0], [2, 0], [1, 0], [1, 1], [1, 2], [1, 3], [1, 4], [1, 5], [1, 6], [1, 7], [1, 8]]","{(3, 0): '2021-01-01 22:59:00', (2, 0): '2021-01-01 23:00:00', (1, 0): '2021-01-01 23:01:00', (1, 1): '2021-01-01 23:02:00', (1, 2): '2021-01-01 23:03:00', (1, 3): '2021-01-01 23:04:00', (1, 4): '2021-01-01 23:05:00', (1, 5): '2021-01-01 23:06:00', (1, 6): '2021-01-01 23:07:00', (1, 7): '2021-01-01 23:08:00', (1, 8): '2021-01-01 23:09:00'}"
1524,19,44,2021-01-01 20:26:00,8,26,0,"(9, 1)","(4, 4)",8,"[[9, 1], [8, 1], [7, 1], [6, 1], [5, 1], [4, 1], [4, 2], [4, 3], [4, 4]]","{(9, 1): '2021-01-01 20:26:00', (8, 1): '2021-01-01 20:27:00', (7, 1): '2021-01-01 20:28:00', (6, 1): '2021-01-01 20:29:00', (5, 1): '2021-01-01 20:30:00', (4, 1): '2021-01-01 20:31:00', (4, 2): '2021-01-01 20:32:00', (4, 3): '2021-01-01 20:33:00', (4, 4): '2021-01-01 20:34:00'}"
1525,31,89,2021-01-01 23:13:00,11,13,3,"(1, 3)","(9, 8)",13,"[[1, 3], [2, 3], [3, 3], [4, 3], [5, 3], [6, 3], [7, 3], [8, 3], [9, 3], [9, 4], [9, 5], [9, 6], [9, 7], [9, 8]]","{(1, 3): '2021-01-01 23:13:00', (2, 3): '2021-01-01 23:14:00', (3, 3): '2021-01-01 23:15:00', (4, 3): '2021-01-01 23:16:00', (5, 3): '2021-01-01 23:17:00', (6, 3): '2021-01-01 23:18:00', (7, 3): '2021-01-01 23:19:00', (8, 3): '2021-01-01 23:20:00', (9, 3): '2021-01-01 23:21:00', (9, 4): '2021-01-01 23:22:00', (9, 5): '2021-01-01 23:23:00', (9, 6): '2021-01-01 23:24:00', (9, 7): '2021-01-01 23:25:00', (9, 8): '2021-01-01 23:26:00'}"
1526,19,69,2021-01-01 20:28:00,8,28,0,"(9, 1)","(9, 6)",5,"[[9, 1], [9, 2], [9, 3], [9, 4], [9, 5], [9, 6]]","{(9, 1): '2021-01-01 20:28:00', (9, 2): '2021-01-01 20:29:00', (9, 3): '2021-01-01 20:30:00', (9, 4): '2021-01-01 20:31:00', (9, 5): '2021-01-01 20:32:00', (9, 6): '2021-01-01 20:33:00'}"
1527,82,91,2021-01-02 03:51:00,15,51,6,"(2, 8)","(1, 9)",2,"[[2, 8], [1, 8], [1, 9]]","{(2, 8): '2021-01-02 03:51:00', (1, 8): '2021-01-02 03:52:00', (1, 9): '2021-01-02 03:53:00'}"
1528,51,40,2021-01-02 08:19:00,20,19,6,"(1, 5)","(0, 4)",2,"[[1, 5], [0, 5], [0, 4]]","{(1, 5): '2021-01-02 08:19:00', (0, 5): '2021-01-02 08:20:00', (0, 4): '2021-01-02 08:21:00'}"
1529,22,53,2021-01-02 03:23:00,15,23,6,"(2, 2)","(3, 5)",4,"[[2, 2], [3, 2], [3, 3], [3, 4], [3, 5]]","{(2, 2): '2021-01-02 03:23:00', (3, 2): '2021-01-02 03:24:00', (3, 3): '2021-01-02 03:25:00', (3, 4): '2021-01-02 03:26:00', (3, 5): '2021-01-02 03:27:00'}"
1530,62,70,2021-01-02 07:24:00,19,24,5,"(2, 6)","(0, 7)",3,"[[2, 6], [1, 6], [0, 6], [0, 7]]","{(2, 6): '2021-01-02 07:24:00', (1, 6): '2021-01-02 07:25:00', (0, 6): '2021-01-02 07:26:00', (0, 7): '2021-01-02 07:27:00'}"
1531,30,49,2021-01-01 21:34:00,9,34,5,"(0, 3)","(9, 4)",10,"[[0, 3], [1, 3], [2, 3], [3, 3], [4, 3], [5, 3], [6, 3], [7, 3], [8, 3], [9, 3], [9, 4]]","{(0, 3): '2021-01-01 21:34:00', (1, 3): '2021-01-01 21:35:00', (2, 3): '2021-01-01 21:36:00', (3, 3): '2021-01-01 21:37:00', (4, 3): '2021-01-01 21:38:00', (5, 3): '2021-01-01 21:39:00', (6, 3): '2021-01-01 21:40:00', (7, 3): '2021-01-01 21:41:00', (8, 3): '2021-01-01 21:42:00', (9, 3): '2021-01-01 21:43:00', (9, 4): '2021-01-01 21:44:00'}"
1532,95,39,2021-01-02 10:12:00,22,12,1,"(5, 9)","(9, 3)",10,"[[5, 9], [6, 9], [7, 9], [8, 9], [9, 9], [9, 8], [9, 7], [9, 6], [9, 5], [9, 4], [9, 3]]","{(5, 9): '2021-01-02 10:12:00', (6, 9): '2021-01-02 10:13:00', (7, 9): '2021-01-02 10:14:00', (8, 9): '2021-01-02 10:15:00', (9, 9): '2021-01-02 10:16:00', (9, 8): '2021-01-02 10:17:00', (9, 7): '2021-01-02 10:18:00', (9, 6): '2021-01-02 10:19:00', (9, 5): '2021-01-02 10:20:00', (9, 4): '2021-01-02 10:21:00', (9, 3): '2021-01-02 10:22:00'}"
1533,4,46,2021-01-01 20:46:00,8,46,5,"(4, 0)","(6, 4)",6,"[[4, 0], [5, 0], [6, 0], [6, 1], [6, 2], [6, 3], [6, 4]]","{(4, 0): '2021-01-01 20:46:00', (5, 0): '2021-01-01 20:47:00', (6, 0): '2021-01-01 20:48:00', (6, 1): '2021-01-01 20:49:00', (6, 2): '2021-01-01 20:50:00', (6, 3): '2021-01-01 20:51:00', (6, 4): '2021-01-01 20:52:00'}"
1534,34,87,2021-01-01 22:51:00,10,51,0,"(4, 3)","(7, 8)",8,"[[4, 3], [5, 3], [6, 3], [7, 3], [7, 4], [7, 5], [7, 6], [7, 7], [7, 8]]","{(4, 3): '2021-01-01 22:51:00', (5, 3): '2021-01-01 22:52:00', (6, 3): '2021-01-01 22:53:00', (7, 3): '2021-01-01 22:54:00', (7, 4): '2021-01-01 22:55:00', (7, 5): '2021-01-01 22:56:00', (7, 6): '2021-01-01 22:57:00', (7, 7): '2021-01-01 22:58:00', (7, 8): '2021-01-01 22:59:00'}"
1535,80,53,2021-01-02 08:34:00,20,34,2,"(0, 8)","(3, 5)",6,"[[0, 8], [1, 8], [2, 8], [3, 8], [3, 7], [3, 6], [3, 5]]","{(0, 8): '2021-01-02 08:34:00', (1, 8): '2021-01-02 08:35:00', (2, 8): '2021-01-02 08:36:00', (3, 8): '2021-01-02 08:37:00', (3, 7): '2021-01-02 08:38:00', (3, 6): '2021-01-02 08:39:00', (3, 5): '2021-01-02 08:40:00'}"
1536,52,30,2021-01-02 05:04:00,17,4,1,"(2, 5)","(0, 3)",4,"[[2, 5], [1, 5], [0, 5], [0, 4], [0, 3]]","{(2, 5): '2021-01-02 05:04:00', (1, 5): '2021-01-02 05:05:00', (0, 5): '2021-01-02 05:06:00', (0, 4): '2021-01-02 05:07:00', (0, 3): '2021-01-02 05:08:00'}"
1537,0,24,2021-01-02 04:19:00,16,19,4,"(0, 0)","(4, 2)",6,"[[0, 0], [1, 0], [2, 0], [3, 0], [4, 0], [4, 1], [4, 2]]","{(0, 0): '2021-01-02 04:19:00', (1, 0): '2021-01-02 04:20:00', (2, 0): '2021-01-02 04:21:00', (3, 0): '2021-01-02 04:22:00', (4, 0): '2021-01-02 04:23:00', (4, 1): '2021-01-02 04:24:00', (4, 2): '2021-01-02 04:25:00'}"
1538,21,56,2021-01-01 12:34:00,0,34,2,"(1, 2)","(6, 5)",8,"[[1, 2], [2, 2], [3, 2], [4, 2], [5, 2], [6, 2], [6, 3], [6, 4], [6, 5]]","{(1, 2): '2021-01-01 12:34:00', (2, 2): '2021-01-01 12:35:00', (3, 2): '2021-01-01 12:36:00', (4, 2): '2021-01-01 12:37:00', (5, 2): '2021-01-01 12:38:00', (6, 2): '2021-01-01 12:39:00', (6, 3): '2021-01-01 12:40:00', (6, 4): '2021-01-01 12:41:00', (6, 5): '2021-01-01 12:42:00'}"
1539,58,40,2021-01-01 18:57:00,6,57,6,"(8, 5)","(0, 4)",9,"[[8, 5], [7, 5], [6, 5], [5, 5], [4, 5], [3, 5], [2, 5], [1, 5], [0, 5], [0, 4]]","{(8, 5): '2021-01-01 18:57:00', (7, 5): '2021-01-01 18:58:00', (6, 5): '2021-01-01 18:59:00', (5, 5): '2021-01-01 19:00:00', (4, 5): '2021-01-01 19:01:00', (3, 5): '2021-01-01 19:02:00', (2, 5): '2021-01-01 19:03:00', (1, 5): '2021-01-01 19:04:00', (0, 5): '2021-01-01 19:05:00', (0, 4): '2021-01-01 19:06:00'}"
1540,30,92,2021-01-02 10:10:00,22,10,3,"(0, 3)","(2, 9)",8,"[[0, 3], [1, 3], [2, 3], [2, 4], [2, 5], [2, 6], [2, 7], [2, 8], [2, 9]]","{(0, 3): '2021-01-02 10:10:00', (1, 3): '2021-01-02 10:11:00', (2, 3): '2021-01-02 10:12:00', (2, 4): '2021-01-02 10:13:00', (2, 5): '2021-01-02 10:14:00', (2, 6): '2021-01-02 10:15:00', (2, 7): '2021-01-02 10:16:00', (2, 8): '2021-01-02 10:17:00', (2, 9): '2021-01-02 10:18:00'}"
1541,20,57,2021-01-02 03:04:00,15,4,6,"(0, 2)","(7, 5)",10,"[[0, 2], [1, 2], [2, 2], [3, 2], [4, 2], [5, 2], [6, 2], [7, 2], [7, 3], [7, 4], [7, 5]]","{(0, 2): '2021-01-02 03:04:00', (1, 2): '2021-01-02 03:05:00', (2, 2): '2021-01-02 03:06:00', (3, 2): '2021-01-02 03:07:00', (4, 2): '2021-01-02 03:08:00', (5, 2): '2021-01-02 03:09:00', (6, 2): '2021-01-02 03:10:00', (7, 2): '2021-01-02 03:11:00', (7, 3): '2021-01-02 03:12:00', (7, 4): '2021-01-02 03:13:00', (7, 5): '2021-01-02 03:14:00'}"
1542,59,60,2021-01-02 10:43:00,22,43,0,"(9, 5)","(0, 6)",10,"[[9, 5], [8, 5], [7, 5], [6, 5], [5, 5], [4, 5], [3, 5], [2, 5], [1, 5], [0, 5], [0, 6]]","{(9, 5): '2021-01-02 10:43:00', (8, 5): '2021-01-02 10:44:00', (7, 5): '2021-01-02 10:45:00', (6, 5): '2021-01-02 10:46:00', (5, 5): '2021-01-02 10:47:00', (4, 5): '2021-01-02 10:48:00', (3, 5): '2021-01-02 10:49:00', (2, 5): '2021-01-02 10:50:00', (1, 5): '2021-01-02 10:51:00', (0, 5): '2021-01-02 10:52:00', (0, 6): '2021-01-02 10:53:00'}"
1543,20,61,2021-01-02 00:03:00,12,3,4,"(0, 2)","(1, 6)",5,"[[0, 2], [1, 2], [1, 3], [1, 4], [1, 5], [1, 6]]","{(0, 2): '2021-01-02 00:03:00', (1, 2): '2021-01-02 00:04:00', (1, 3): '2021-01-02 00:05:00', (1, 4): '2021-01-02 00:06:00', (1, 5): '2021-01-02 00:07:00', (1, 6): '2021-01-02 00:08:00'}"
1544,43,77,2021-01-01 21:26:00,9,26,1,"(3, 4)","(7, 7)",7,"[[3, 4], [4, 4], [5, 4], [6, 4], [7, 4], [7, 5], [7, 6], [7, 7]]","{(3, 4): '2021-01-01 21:26:00', (4, 4): '2021-01-01 21:27:00', (5, 4): '2021-01-01 21:28:00', (6, 4): '2021-01-01 21:29:00', (7, 4): '2021-01-01 21:30:00', (7, 5): '2021-01-01 21:31:00', (7, 6): '2021-01-01 21:32:00', (7, 7): '2021-01-01 21:33:00'}"
1545,30,8,2021-01-02 03:32:00,15,32,2,"(0, 3)","(8, 0)",11,"[[0, 3], [1, 3], [2, 3], [3, 3], [4, 3], [5, 3], [6, 3], [7, 3], [8, 3], [8, 2], [8, 1], [8, 0]]","{(0, 3): '2021-01-02 03:32:00', (1, 3): '2021-01-02 03:33:00', (2, 3): '2021-01-02 03:34:00', (3, 3): '2021-01-02 03:35:00', (4, 3): '2021-01-02 03:36:00', (5, 3): '2021-01-02 03:37:00', (6, 3): '2021-01-02 03:38:00', (7, 3): '2021-01-02 03:39:00', (8, 3): '2021-01-02 03:40:00', (8, 2): '2021-01-02 03:41:00', (8, 1): '2021-01-02 03:42:00', (8, 0): '2021-01-02 03:43:00'}"
1546,4,37,2021-01-02 01:08:00,13,8,3,"(4, 0)","(7, 3)",6,"[[4, 0], [5, 0], [6, 0], [7, 0], [7, 1], [7, 2], [7, 3]]","{(4, 0): '2021-01-02 01:08:00', (5, 0): '2021-01-02 01:09:00', (6, 0): '2021-01-02 01:10:00', (7, 0): '2021-01-02 01:11:00', (7, 1): '2021-01-02 01:12:00', (7, 2): '2021-01-02 01:13:00', (7, 3): '2021-01-02 01:14:00'}"
1547,76,17,2021-01-02 09:47:00,21,47,2,"(6, 7)","(7, 1)",7,"[[6, 7], [7, 7], [7, 6], [7, 5], [7, 4], [7, 3], [7, 2], [7, 1]]","{(6, 7): '2021-01-02 09:47:00', (7, 7): '2021-01-02 09:48:00', (7, 6): '2021-01-02 09:49:00', (7, 5): '2021-01-02 09:50:00', (7, 4): '2021-01-02 09:51:00', (7, 3): '2021-01-02 09:52:00', (7, 2): '2021-01-02 09:53:00', (7, 1): '2021-01-02 09:54:00'}"
1548,12,40,2021-01-02 08:30:00,20,30,2,"(2, 1)","(0, 4)",5,"[[2, 1], [1, 1], [0, 1], [0, 2], [0, 3], [0, 4]]","{(2, 1): '2021-01-02 08:30:00', (1, 1): '2021-01-02 08:31:00', (0, 1): '2021-01-02 08:32:00', (0, 2): '2021-01-02 08:33:00', (0, 3): '2021-01-02 08:34:00', (0, 4): '2021-01-02 08:35:00'}"
1549,28,40,2021-01-01 16:46:00,4,46,3,"(8, 2)","(0, 4)",10,"[[8, 2], [7, 2], [6, 2], [5, 2], [4, 2], [3, 2], [2, 2], [1, 2], [0, 2], [0, 3], [0, 4]]","{(8, 2): '2021-01-01 16:46:00', (7, 2): '2021-01-01 16:47:00', (6, 2): '2021-01-01 16:48:00', (5, 2): '2021-01-01 16:49:00', (4, 2): '2021-01-01 16:50:00', (3, 2): '2021-01-01 16:51:00', (2, 2): '2021-01-01 16:52:00', (1, 2): '2021-01-01 16:53:00', (0, 2): '2021-01-01 16:54:00', (0, 3): '2021-01-01 16:55:00', (0, 4): '2021-01-01 16:56:00'}"
1550,76,81,2021-01-02 03:58:00,15,58,2,"(6, 7)","(1, 8)",6,"[[6, 7], [5, 7], [4, 7], [3, 7], [2, 7], [1, 7], [1, 8]]","{(6, 7): '2021-01-02 03:58:00', (5, 7): '2021-01-02 03:59:00', (4, 7): '2021-01-02 04:00:00', (3, 7): '2021-01-02 04:01:00', (2, 7): '2021-01-02 04:02:00', (1, 7): '2021-01-02 04:03:00', (1, 8): '2021-01-02 04:04:00'}"
1551,97,56,2021-01-02 03:24:00,15,24,1,"(7, 9)","(6, 5)",5,"[[7, 9], [6, 9], [6, 8], [6, 7], [6, 6], [6, 5]]","{(7, 9): '2021-01-02 03:24:00', (6, 9): '2021-01-02 03:25:00', (6, 8): '2021-01-02 03:26:00', (6, 7): '2021-01-02 03:27:00', (6, 6): '2021-01-02 03:28:00', (6, 5): '2021-01-02 03:29:00'}"
1552,30,7,2021-01-01 12:49:00,0,49,3,"(0, 3)","(7, 0)",10,"[[0, 3], [1, 3], [2, 3], [3, 3], [4, 3], [5, 3], [6, 3], [7, 3], [7, 2], [7, 1], [7, 0]]","{(0, 3): '2021-01-01 12:49:00', (1, 3): '2021-01-01 12:50:00', (2, 3): '2021-01-01 12:51:00', (3, 3): '2021-01-01 12:52:00', (4, 3): '2021-01-01 12:53:00', (5, 3): '2021-01-01 12:54:00', (6, 3): '2021-01-01 12:55:00', (7, 3): '2021-01-01 12:56:00', (7, 2): '2021-01-01 12:57:00', (7, 1): '2021-01-01 12:58:00', (7, 0): '2021-01-01 12:59:00'}"
1553,36,38,2021-01-02 01:19:00,13,19,2,"(6, 3)","(8, 3)",2,"[[6, 3], [7, 3], [8, 3]]","{(6, 3): '2021-01-02 01:19:00', (7, 3): '2021-01-02 01:20:00', (8, 3): '2021-01-02 01:21:00'}"
1554,20,96,2021-01-01 15:45:00,3,45,5,"(0, 2)","(6, 9)",13,"[[0, 2], [1, 2], [2, 2], [3, 2], [4, 2], [5, 2], [6, 2], [6, 3], [6, 4], [6, 5], [6, 6], [6, 7], [6, 8], [6, 9]]","{(0, 2): '2021-01-01 15:45:00', (1, 2): '2021-01-01 15:46:00', (2, 2): '2021-01-01 15:47:00', (3, 2): '2021-01-01 15:48:00', (4, 2): '2021-01-01 15:49:00', (5, 2): '2021-01-01 15:50:00', (6, 2): '2021-01-01 15:51:00', (6, 3): '2021-01-01 15:52:00', (6, 4): '2021-01-01 15:53:00', (6, 5): '2021-01-01 15:54:00', (6, 6): '2021-01-01 15:55:00', (6, 7): '2021-01-01 15:56:00', (6, 8): '2021-01-01 15:57:00', (6, 9): '2021-01-01 15:58:00'}"
1555,81,60,2021-01-01 13:45:00,1,45,0,"(1, 8)","(0, 6)",3,"[[1, 8], [0, 8], [0, 7], [0, 6]]","{(1, 8): '2021-01-01 13:45:00', (0, 8): '2021-01-01 13:46:00', (0, 7): '2021-01-01 13:47:00', (0, 6): '2021-01-01 13:48:00'}"
1556,20,36,2021-01-01 22:59:00,10,59,1,"(0, 2)","(6, 3)",7,"[[0, 2], [1, 2], [2, 2], [3, 2], [4, 2], [5, 2], [6, 2], [6, 3]]","{(0, 2): '2021-01-01 22:59:00', (1, 2): '2021-01-01 23:00:00', (2, 2): '2021-01-01 23:01:00', (3, 2): '2021-01-01 23:02:00', (4, 2): '2021-01-01 23:03:00', (5, 2): '2021-01-01 23:04:00', (6, 2): '2021-01-01 23:05:00', (6, 3): '2021-01-01 23:06:00'}"
1557,89,25,2021-01-02 10:38:00,22,38,3,"(9, 8)","(5, 2)",10,"[[9, 8], [8, 8], [7, 8], [6, 8], [5, 8], [5, 7], [5, 6], [5, 5], [5, 4], [5, 3], [5, 2]]","{(9, 8): '2021-01-02 10:38:00', (8, 8): '2021-01-02 10:39:00', (7, 8): '2021-01-02 10:40:00', (6, 8): '2021-01-02 10:41:00', (5, 8): '2021-01-02 10:42:00', (5, 7): '2021-01-02 10:43:00', (5, 6): '2021-01-02 10:44:00', (5, 5): '2021-01-02 10:45:00', (5, 4): '2021-01-02 10:46:00', (5, 3): '2021-01-02 10:47:00', (5, 2): '2021-01-02 10:48:00'}"
1558,73,74,2021-01-02 01:55:00,13,55,5,"(3, 7)","(4, 7)",1,"[[3, 7], [4, 7]]","{(3, 7): '2021-01-02 01:55:00', (4, 7): '2021-01-02 01:56:00'}"
1559,2,15,2021-01-01 19:58:00,7,58,3,"(2, 0)","(5, 1)",4,"[[2, 0], [3, 0], [4, 0], [5, 0], [5, 1]]","{(2, 0): '2021-01-01 19:58:00', (3, 0): '2021-01-01 19:59:00', (4, 0): '2021-01-01 20:00:00', (5, 0): '2021-01-01 20:01:00', (5, 1): '2021-01-01 20:02:00'}"
1560,51,62,2021-01-01 21:24:00,9,24,2,"(1, 5)","(2, 6)",2,"[[1, 5], [2, 5], [2, 6]]","{(1, 5): '2021-01-01 21:24:00', (2, 5): '2021-01-01 21:25:00', (2, 6): '2021-01-01 21:26:00'}"
